title,car_number,price,new_car_price,licensing_time,miles,license_location,battery_volume,battery_power_data,battery_torque_data,endurance_miles,make,type,record_date
特斯拉MODEL S 2017款 Model S 75D    ,HC-53964658,?74.00 ,新车指导价95.20万(含税),2018-05,0.95万公里,上海,75,386.0,525,469,特斯拉,中大型车,2018-11-28
宝马i3 2016款 升级款时尚型(进口)   ,HC-38993353,?23.80 ,新车指导价45.90万(含税),2017-12,0.62万公里,泰州,33,125.0,250,271,宝马(进口),小型车,2018-11-28
特斯拉Model X 2017款 Model X 100D    ,HC-57694402,?88.00 ,新车指导价124.20万(含税),2017-10,1.95万公里,上海,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
众泰E200 2016款 三门两座科技版  ,HC-54990249,?4.80 ,新车指导价19.70万(含税),2017-05,0.85万公里,德州,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
特斯拉Model X 2016款 Model X 75D   ,HC-42181358,?80.00 ,新车指导价104.70万(含税),2018-01,0.48万公里,深圳,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
江淮iEV 2017款 iEV7   ,HC-31359599,?5.30 ,新车指导价17.20万(含税),2017-09,1.71万公里,武汉,24,50.0,215,180,江淮汽车,小型车,2018-11-28
比亚迪 2016款 秦EV300 尊贵型   ,HC-52634600,?9.00 ,新车指导价29.30万(含税),2016-08,13.13万公里,深圳,47.50,160.0,310,300,比亚迪,紧凑型车,2018-11-28
比亚迪 宋新能源 2018款 宋EV400 智联进取型   ,HC-56757034,?17.00 ,新车指导价28.70万(含税),2018-08,1.35万公里,上海,61.9,160.0,310,350,比亚迪,紧凑型SUV,2018-11-28
众泰芝麻E30 2016款 E30标准型  ,HC-31141223,?3.38 ,新车指导价19.50万(含税),2016-12,1.1万公里,青岛,16,30.0,150,150,众泰汽车,微型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 70D ,HC-28641690,?50.00 ,新车指导价84.80万(含税),2015-10,6.7万公里,上海,70,386.0,525,470,特斯拉,中大型车,2018-11-28
比亚迪 宋新能源 2017款 宋EV300 尊贵型   ,HC-59014079,?13.80 ,新车指导价29.90万(含税),2017-08,6.5万公里,苏州,-,160.0,310,270,比亚迪,紧凑型SUV,2018-11-28
启辰 晨风 2014款 领风版3.6KW ,HC-57164309,?7.40 ,新车指导价26.40万(含税),2016-03,3.68万公里,邯郸,24,80.0,254,175,东风启辰,紧凑型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E   ,HC-54676986,?6.00 ,新车指导价13.90万(含税),2018-06,1.55万公里,长治,22,45.0,175,170,江淮汽车,微型车,2018-11-28
众泰E200 2016款 三门两座科技版   ,HC-59216681,?7.20 ,新车指导价19.70万(含税),2017-12,0.94万公里,长沙,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-54452644,?83.60 ,新车指导价106.90万(含税),2016-12,1.93万公里,上海,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
特斯拉Model X 2016款 MODEL X 90D    ,HC-37550087,?88.88 ,新车指导价106.90万(含税),2017-09,0.72万公里,南京,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
荣威eRX5 2017款 ERX5 EV400 电动互联网至尊版   ,HC-59297394,?18.00 ,新车指导价32.20万(含税),2018-04,1.52万公里,上海,48.3,85.0,255,320,上汽集团,紧凑型SUV,2018-11-28
特斯拉Model X 2016款 Model X 75D   ,HC-58655341,?83.00 ,新车指导价104.70万(含税),2017-12,1.01万公里,上海,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
奇瑞 艾瑞泽5e 2017款 智酷版    ,HC-46726150,?11.40 ,新车指导价25.30万(含税),2017-12,2.05万公里,西安,49,90.0,276,351,奇瑞新能源,紧凑型车,2018-11-28
江铃集团新能源 江铃E160 2017款 标准型   ,HC-54174617,?4.20 ,新车指导价10.10万(含税),2017-09,0.87万公里,长治,20,35.0,165,152,江铃集团新能源,小型车,2018-11-28
川汽野马 野马U能E350 2017款 乐享版   ,HC-48456769,?14.98 ,新车指导价27.10万(含税),2018-05,0.38万公里,达州,42.21,95.0,300,250,野马汽车,紧凑型SUV,2018-11-28
北汽新能源 EV系列 2015款 EV200 轻享版   ,HC-52936813,?4.68 ,新车指导价26.80万(含税),2015-10,4.26万公里,上海,30.4,53.0,180,200,北汽新能源,小型车,2018-11-28
众泰E200 2018款 飞鱼座   ,HC-59184200,?6.00 ,新车指导价19.70万(含税),2018-06,0.01万公里,邢台,24.5,60.0,160,165,众泰汽车,微型车,2018-11-28
康迪 2016款 K17A 时尚型 ,HC-53861510,?5.10 ,新车指导价17.90万(含税),2016-12,1万公里,天津,20,35.0,165,151,康迪电动汽车集团,小型车,2018-11-28
特斯拉Model X 2017款 Model X 100D    ,HC-51787379,?108.00 ,新车指导价124.20万(含税),2017-10,0.9万公里,北京,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
特斯拉Model X 2016款 MODEL X 90D  ,HC-38038130,?82.00 ,新车指导价106.90万(含税),2017-10,1.15万公里,南京,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
特斯拉MODEL S 2016款 MODEL S 75D  ,HC-45212745,?65.00 ,新车指导价89.10万(含税),2016-08,3.24万公里,北京,75,386.0,525,490,特斯拉,中大型车,2018-11-28
奇瑞eQ 2015款 舒适型  ,HC-55547065,?3.60 ,新车指导价17.40万(含税),2015-06,1.91万公里,南阳,22.3,41.8,150,151,奇瑞新能源,微型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 60D   ,HC-54623795,?71.00 ,新车指导价82.20万(含税),2017-03,3.37万公里,北京,60,386.0,525,408,特斯拉,中大型车,2018-11-28
吉利 帝豪EV 2016款 三厢 EV 精英型  ,HC-60378236,?11.00 ,新车指导价26.00万(含税),2016-12,4.19万公里,太原,45.3,95.0,240,253,吉利汽车,紧凑型车,2018-11-28
特斯拉Model X 2017款 Model X 100D   ,HC-47666632,?99.90 ,新车指导价124.20万(含税),2018-01,1.06万公里,南京,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
众泰 2017款 云100plus 豪华型  ,HC-53412040,?5.00 ,新车指导价11.80万(含税),2017-12,0.67万公里,长沙,20,27.0,140,155,众泰汽车,微型车,2018-11-28
众泰 2014款 云100 舒适型   ,HC-43404519,?4.50 ,新车指导价17.20万(含税),2015-03,1.59万公里,惠州,18,18.0,120,155,众泰汽车,微型车,2018-11-28
江淮iEV 2015款 iEV5  ,HC-50405905,?4.00 ,新车指导价19.50万(含税),2015-06,2.11万公里,北京,23,50.0,215,170,江淮汽车,小型车,2018-11-28
特斯拉Model X 2016款 Model X P100D   ,HC-58370583,?125.00 ,新车指导价170.70万(含税),2018-08,0.58万公里,汕头,100,568.0,967,507,特斯拉,中大型SUV,2018-11-28
特斯拉Model X 2017款 Model X 100D   ,HC-50329723,?110.00 ,新车指导价124.20万(含税),2018-06,1.42万公里,广州,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
特斯拉Model X 2016款 Model X 75D    ,HC-52742102,?87.80 ,新车指导价104.70万(含税),2018-02,0.88万公里,泉州,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
启辰 晨风 2014款 领航版6.6KW ,HC-53281145,?6.00 ,新车指导价27.90万(含税),2014-12,6.82万公里,上海,24,80.0,254,175,东风启辰,紧凑型车,2018-11-28
特斯拉MODEL S 2015款 MODEL S P85D  ,HC-52845763,?66.80 ,新车指导价108.50万(含税),2015-06,4.41万公里,杭州,85,568.0,-,491,特斯拉,中大型车,2018-11-28
特斯拉MODEL S 2014款 MODEL S P85  ,HC-53013200,?52.00 ,新车指导价92.50万(含税),2014-09,3.28万公里,西安,85,310.0,600,502,特斯拉,中大型车,2018-11-28
特斯拉Model X 2017款 Model X 100D    ,HC-47524161,?95.00 ,新车指导价124.20万(含税),2018-07,0.37万公里,杭州,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
特斯拉MODEL S 2016款 MODEL S 75D   ,HC-60888667,?63.00 ,新车指导价89.10万(含税),2018-05,1.91万公里,萍乡,75,386.0,525,490,特斯拉,中大型车,2018-11-28
特斯拉MODEL S 2017款 MODEL S 100D   ,HC-54535105,?88.00 ,新车指导价101.10万(含税),2017-12,0.67万公里,深圳,100,386.0,660,632,特斯拉,中大型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-58180122,?88.00 ,新车指导价106.90万(含税),2017-01,5.49万公里,广州,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
北汽新能源 EC系列 2017款 EC200 灵动版    ,HC-52202395,?3.97 ,新车指导价17.20万(含税),2017-12,0.65万公里,南通,-,36.0,140,162,北汽新能源,微型车,2018-11-28
比亚迪e6 2014款 豪华版 ,HC-47910953,?12.00 ,新车指导价33.60万(含税),2014-12,0.75万公里,南通,57,90.0,450,300,比亚迪,MPV,2018-11-28
众泰E200 2018款 飞鱼座   ,HC-45052710,?5.79 ,新车指导价19.70万(含税),2018-05,0.34万公里,宁波,24.5,60.0,160,165,众泰汽车,微型车,2018-11-28
长安 奔奔 2017款 纯电动 180公里标准型   ,HC-49801020,?4.90 ,新车指导价16.80万(含税),2017-12,1.02万公里,天津,23.2,55.0,170,180,长安汽车,微型车,2018-11-28
长安 奔奔 2017款 纯电动 180公里时尚型    ,HC-49465181,?4.30 ,新车指导价17.50万(含税),2017-08,0.72万公里,北京,23.2,55.0,170,180,长安汽车,微型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 90D  ,HC-56534301,?65.00 ,新车指导价97.90万(含税),2017-01,2.62万公里,上海,90,386.0,660,557,特斯拉,中大型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-52857059,?4.20 ,新车指导价16.50万(含税),2018-05,0.65万公里,衡水,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
比亚迪e5 2016款 300 豪华型 ,HC-58750731,?9.20 ,新车指导价26.00万(含税),2015-05,6.66万公里,东莞,43,160.0,310,305,比亚迪,紧凑型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版  ,HC-49501788,?3.58 ,新车指导价12.90万(含税),2017-11,0.48万公里,南阳,19.66,60.0,200,156,江淮汽车,微型车,2018-11-28
众泰 2016款 云100S 豪华型   ,HC-54917971,?4.68 ,新车指导价18.40万(含税),2017-12,0.03万公里,台州,22,27.0,140,155,众泰汽车,微型车,2018-11-28
特斯拉Model X 2017款 Model X 100D  ,HC-46780162,?98.00 ,新车指导价124.20万(含税),2017-06,4.69万公里,西安,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
江淮iEV7S 2017款 智尊型  ,HC-59396215,?8.00 ,新车指导价22.50万(含税),2018-03,1.4万公里,恩施,39,85.0,270,280,江淮汽车,小型SUV,2018-11-28
江淮iEV 2017款 iEV7  ,HC-54832725,?5.70 ,新车指导价17.20万(含税),2017-11,1.99万公里,马鞍山,24,50.0,215,180,江淮汽车,小型车,2018-11-28
长安奔奔 2017款 纯电动 180公里时尚型  ,HC-32592411,?5.50 ,新车指导价17.50万(含税),2017-11,0.33万公里,衡水,23.2,55.0,170,180,长安汽车,微型车,2018-11-28
长安欧尚 奔奔mini-e 2017款 标准型  ,HC-53254626,?3.50 ,新车指导价9.00万(含税),2017-08,1.77万公里,常州,17.3,30.0,150,151,长安汽车,微型车,2018-11-28
众泰E200 2018款 飞鱼座   ,HC-59182037,?6.00 ,新车指导价19.70万(含税),2018-06,0.01万公里,邢台,24.5,60.0,160,165,众泰汽车,微型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版    ,HC-52487214,?4.56 ,新车指导价12.90万(含税),2018-03,0.07万公里,漳州,19.66,60.0,200,156,江淮汽车,微型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-53957554,?4.50 ,新车指导价16.50万(含税),2017-11,1.42万公里,淮安,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 60   ,HC-47692689,?61.00 ,新车指导价76.90万(含税),2016-12,5.29万公里,北京,60,284.8,440,400,特斯拉,中大型车,2018-11-28
众泰E200 2016款 三门两座科技版  ,HC-20085356,?4.70 ,新车指导价19.70万(含税),2016-07,1.62万公里,青岛,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
奇瑞eQ 2015款 豪华型 ,HC-58711910,?5.50 ,新车指导价17.90万(含税),2015-12,1.59万公里,济宁,22.3,41.8,150,151,奇瑞新能源,微型车,2018-11-28
众泰E200 2016款 三门两座科技版   ,HC-54041772,?4.70 ,新车指导价19.70万(含税),2016-12,1.24万公里,青岛,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
知豆D2 2015款 D2  ,HC-55468863,?3.50 ,新车指导价17.20万(含税),2015-12,2.12万公里,广州,-,9.0,85,180,知豆电动车,微型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-50095169,?86.00 ,新车指导价106.90万(含税),2017-01,1.81万公里,上海,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-44758635,?95.00 ,新车指导价106.90万(含税),2017-07,1.82万公里,北京,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
北汽新能源 EV系列 2016款 EV160 轻快版   ,HC-52146930,?5.40 ,新车指导价19.30万(含税),2017-08,2.09万公里,上海,25.6,45.0,144,150,北汽新能源,小型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 75D   ,HC-57337219,?75.00 ,新车指导价89.10万(含税),2017-12,1.45万公里,上海,75,386.0,525,490,特斯拉,中大型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-58853742,?83.00 ,新车指导价106.90万(含税),2017-09,1.17万公里,上海,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
康迪 2015款 K11b  ,HC-51099583,?3.00 ,新车指导价16.60万(含税),2015-10,3.39万公里,广州,-,20.0,103,150,康迪全球鹰电动汽车,微型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-61328561,?100.00 ,,2018-01,1.75万公里,太原,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
腾势 2014款 尊贵版  ,HC-52062289,?15.40 ,新车指导价43.30万(含税),2016-10,3.27万公里,上海,47.5,86.0,290,253,腾势汽车,中型车,2018-11-28
知豆D1 2016款 标准型  ,HC-51787237,?2.07 ,新车指导价17.20万(含税),2015-12,0.61万公里,淄博,18,15.0,95,180,知豆电动车,微型车,2018-11-28
吉利 帝豪EV 2016款 三厢 EV 精英型  ,HC-52781185,?8.00 ,新车指导价26.00万(含税),2016-11,3.7万公里,上海,45.3,95.0,240,253,吉利汽车,紧凑型车,2018-11-28
特斯拉Model X 2016款 Model X 75D   ,HC-56585908,?80.00 ,新车指导价104.70万(含税),2018-02,1.16万公里,长沙,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-31478873,?93.00 ,新车指导价106.90万(含税),2017-05,1.5万公里,石家庄,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-50924378,?3.80 ,新车指导价16.50万(含税),2017-12,0.55万公里,临沂,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版    ,HC-50699748,?3.60 ,新车指导价16.50万(含税),2017-12,1.46万公里,合肥,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
比亚迪e6 2016款 400 精英版    ,HC-50285740,?13.00 ,新车指导价35.80万(含税),2017-03,2.99万公里,北京,82,90.0,450,400,比亚迪,MPV,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E    ,HC-43739711,?3.70 ,新车指导价13.90万(含税),2017-09,1.62万公里,上海,22,45.0,175,170,江淮汽车,微型车,2018-11-28
众泰E200 2016款 三门两座科技版  ,HC-56025784,?4.20 ,新车指导价19.70万(含税),2016-11,1.19万公里,青岛,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
特斯拉Model X 2016款 MODEL X 60D  ,HC-54274003,?68.00 ,新车指导价81.90万(含税),2017-04,8.47万公里,上海,60,386.0,-,355,特斯拉,中大型SUV,2018-11-28
众泰E200 2016款 三门两座科技版 ,HC-56057807,?4.50 ,新车指导价19.70万(含税),2016-09,0.82万公里,焦作,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
荣威eRX5 2017款 ERX5 EV400 电动互联网至尊版    ,HC-54090610,?20.00 ,新车指导价32.20万(含税),2018-01,2.07万公里,重庆,48.3,85.0,255,320,上汽集团,紧凑型SUV,2018-11-28
特斯拉MODEL S 2016款 MODEL S 75  ,HC-55916638,?58.00 ,新车指导价83.80万(含税),2016-08,6.13万公里,广州,75,284.8,440,480,特斯拉,中大型车,2018-11-28
北汽新能源 EC系列 2017款 EC200 灵动版    ,HC-51379330,?4.80 ,新车指导价17.20万(含税),2017-12,1.63万公里,深圳,-,36.0,140,162,北汽新能源,微型车,2018-11-28
北汽新能源 EV系列 2016款 EV160 轻快版  ,HC-50807233,?5.78 ,新车指导价19.30万(含税),2016-11,0.01万公里,青岛,25.6,45.0,144,150,北汽新能源,小型车,2018-11-28
北汽新能源 EU系列 2016款 EU260 乐享版 ,HC-49355339,?7.38 ,新车指导价27.90万(含税),2016-09,6.46万公里,遵义,41.4,100.0,260,260,北汽新能源,紧凑型车,2018-11-28
江淮iEV 2014款 iEV4 ,HC-51686224,?4.10 ,新车指导价18.40万(含税),2016-12,5.73万公里,温州,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-43982432,?90.00 ,新车指导价106.90万(含税),2017-10,1.89万公里,西安,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
北汽新能源 EC系列 2017款 EC200 灵动版   ,HC-53471895,?4.80 ,新车指导价17.20万(含税),2017-10,0.97万公里,菏泽,-,36.0,140,162,北汽新能源,微型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 60   ,HC-54293264,?60.00 ,新车指导价76.90万(含税),2017-08,2.53万公里,上海,60,284.8,440,400,特斯拉,中大型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵秀版   ,HC-49332780,?5.00 ,新车指导价17.10万(含税),2017-12,1.63万公里,嘉兴,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版   ,HC-50500938,?4.20 ,新车指导价12.90万(含税),2017-10,2.11万公里,天津,19.66,60.0,200,156,江淮汽车,微型车,2018-11-28
奇瑞eQ1 2017款 智享版 2座   ,HC-52466959,?4.50 ,新车指导价17.60万(含税),2017-12,0.06万公里,莆田,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
特斯拉Model X 2017款 Model X 100D   ,HC-56711461,?96.00 ,新车指导价124.20万(含税),2017-11,2.59万公里,深圳,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
江铃集团新能源 江铃E200 2016款 标准型   ,HC-51180333,?3.24 ,新车指导价19.50万(含税),2016-09,0.9万公里,赣州,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
众泰 2017款 云100plus 豪华型    ,HC-52745766,?4.30 ,新车指导价11.80万(含税),2017-12,0.85万公里,金华,20,27.0,140,155,众泰汽车,微型车,2018-11-28
北汽新能源 EV系列 2014款 E150EV 科技版  ,HC-49059029,?3.40 ,新车指导价25.10万(含税),2015-05,1.02万公里,上海,25.6,45.0,144,150,北汽新能源,小型车,2018-11-28
北汽新能源 EV系列 2015款 EV200 轻快版  ,HC-52507343,?4.28 ,新车指导价22.70万(含税),2016-01,2.28万公里,长治,30.4,53.0,180,200,北汽新能源,小型车,2018-11-28
江铃集团新能源 江铃E100 2016款 标准型  ,HC-51262413,?3.77 ,新车指导价16.90万(含税),2017-11,0.11万公里,潍坊,15,20.0,110,152,江铃集团新能源,微型车,2018-11-28
奇瑞eQ 2015款 舒适型   ,HC-50049335,?3.20 ,新车指导价17.40万(含税),2015-03,3.99万公里,北京,22.3,41.8,150,151,奇瑞新能源,微型车,2018-11-28
康迪 2016款 K17A 时尚型   ,HC-52343870,?5.60 ,新车指导价17.90万(含税),2017-12,0.64万公里,天津,20,35.0,165,151,康迪电动汽车集团,小型车,2018-11-28
北汽新能源 EV系列 2016款 E150EV 经典版  ,HC-49163765,?4.00 ,新车指导价17.20万(含税),2016-12,4.08万公里,杭州,25.6,45.0,144,150,北汽新能源,小型车,2018-11-28
长安 奔奔 2017款 纯电动 180公里标准型    ,HC-48819110,?4.60 ,新车指导价16.80万(含税),2017-12,0.51万公里,北京,23.2,55.0,170,180,长安汽车,微型车,2018-11-28
江铃集团新能源 江铃E200 2016款 标准型 ,HC-50014244,?3.00 ,新车指导价19.50万(含税),2016-10,2.98万公里,重庆,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
特斯拉Model X 2016款 Model X 75D   ,HC-56073525,?78.00 ,新车指导价104.70万(含税),2017-11,1.87万公里,北京,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
长安 奔奔 2017款 纯电动 180公里标准型   ,HC-48969166,?4.35 ,新车指导价16.80万(含税),2017-08,2.02万公里,天津,23.2,55.0,170,180,长安汽车,微型车,2018-11-28
特斯拉MODEL S 2014款 MODEL S 85 ,HC-48261934,?45.00 ,新车指导价79.70万(含税),2014-09,8.51万公里,重庆,85,270.0,440,502,特斯拉,中大型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-35418434,?83.60 ,新车指导价106.90万(含税),2017-08,2.27万公里,上海,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
特斯拉MODEL S 2016款 MODEL S 60  ,HC-56170242,?67.50 ,新车指导价76.90万(含税),2016-12,3.57万公里,宁波,60,284.8,440,400,特斯拉,中大型车,2018-11-28
宝马i3 2014款 豪华型(进口)  ,HC-51458917,?20.00 ,新车指导价48.80万(含税),2016-08,2.59万公里,北京,19,125.0,250,185,宝马(进口),小型车,2018-11-28
特斯拉Model X 2017款 Model X 100D   ,HC-47703012,?98.00 ,新车指导价124.20万(含税),2017-12,0.73万公里,赣州,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
知豆D1 2015款 标准型  ,HC-48212373,?2.00 ,新车指导价17.20万(含税),2015-12,1.41万公里,临沂,-,9.0,85,150,知豆电动车,微型车,2018-11-28
特斯拉MODEL S 2017款 Model S 75D    ,HC-53772647,?75.00 ,新车指导价95.20万(含税),2018-07,0.46万公里,沧州,75,386.0,525,469,特斯拉,中大型车,2018-11-28
东风风神E70 2018款 超睿版   ,HC-59430260,?12.58 ,新车指导价24.20万(含税),2018-10,0.38万公里,武汉,49,90.0,260,351,东风乘用车,紧凑型车,2018-11-28
比亚迪e5 2017款 300 e享型  ,HC-56709207,?10.00 ,新车指导价21.30万(含税),2017-11,8.41万公里,武汉,43,160.0,310,305,比亚迪,紧凑型车,2018-11-28
宝马i3 2016款 升级款时尚型(进口) ,HC-55544001,?17.50 ,新车指导价45.90万(含税),2016-09,1万公里,台州,33,125.0,250,271,宝马(进口),小型车,2018-11-28
特斯拉Model X 2016款 Model X 75D  ,HC-54159763,?76.80 ,新车指导价104.70万(含税),2017-05,2.87万公里,南京,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
宝马i3 2015款 时尚型(进口) ,HC-58427345,?22.80 ,新车指导价45.20万(含税),2016-09,1.48万公里,南阳,19,125.0,250,185,宝马(进口),小型车,2018-11-28
特斯拉MODEL S 2015款 MODEL S 90D ,HC-45674138,?62.00 ,新车指导价91.60万(含税),2016-04,5.13万公里,深圳,90,311.0,-,560,特斯拉,中大型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版    ,HC-51091224,?4.80 ,新车指导价16.50万(含税),2017-11,1.3万公里,长春,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
长安 逸动 2016款 纯电动精英型   ,HC-50974237,?7.59 ,新车指导价25.50万(含税),2017-12,2.01万公里,郑州,30,90.0,280,200,长安汽车,紧凑型车,2018-11-28
知豆 2014款 标准型  ,HC-48879526,?1.70 ,新车指导价11.80万(含税),2015-09,4.04万公里,大连,-,9.0,82,120,知豆电动车,微型车,2018-11-28
吉利 帝豪EV 2017款 三厢 EV300 精英型  ,HC-40832010,?9.50 ,新车指导价22.30万(含税),2017-08,9.79万公里,贵阳,41,95.0,240,300,吉利汽车,紧凑型车,2018-11-28
康迪 2017款 K17AS    ,HC-50403400,?5.58 ,新车指导价17.90万(含税),2018-05,0.04万公里,潍坊,20,35.0,165,151,康迪电动汽车集团,小型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E ,HC-52667872,?7.00 ,新车指导价13.90万(含税),2016-05,0.01万公里,蚌埠,22,45.0,175,170,江淮汽车,微型车,2018-11-28
知豆D2 2017款 D2 乐享版    ,HC-51875276,?3.60 ,新车指导价16.50万(含税),2017-11,0.34万公里,许昌,18,15.0,90,155,知豆电动车,微型车,2018-11-28
北汽新能源 EU系列 2016款 EU260 乐享版 ,HC-49313104,?7.20 ,新车指导价27.90万(含税),2016-09,2.7万公里,北京,41.4,100.0,260,260,北汽新能源,紧凑型车,2018-11-28
江淮iEV6S 2016款 智享版  ,HC-52217518,?4.80 ,新车指导价23.90万(含税),2016-05,6.15万公里,九江,33,85.0,270,251,江淮汽车,小型SUV,2018-11-28
特斯拉Model X 2016款 MODEL X P90D  ,HC-55230763,?112.00 ,新车指导价125.20万(含税),2016-11,1.24万公里,杭州,90,568.0,967,467,特斯拉,中大型SUV,2018-11-28
长安 奔奔 2017款 纯电动 180公里时尚型  ,HC-51580366,?5.90 ,新车指导价17.50万(含税),2017-12,0.02万公里,东营,23.2,55.0,170,180,长安汽车,微型车,2018-11-28
众泰 芝麻 2017款 标准型    ,HC-50947786,?3.80 ,新车指导价13.00万(含税),2017-12,0.55万公里,铜陵,16,30.0,150,150,众泰汽车,微型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E    ,HC-48851071,?5.16 ,新车指导价13.90万(含税),2018-02,0.02万公里,日照,22,45.0,175,170,江淮汽车,微型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E    ,HC-48960152,?5.20 ,新车指导价13.90万(含税),2018-01,0.39万公里,安阳,22,45.0,175,170,江淮汽车,微型车,2018-11-28
北汽新能源 EV系列 2016款 E150EV 经典版  ,HC-50926165,?5.98 ,新车指导价17.20万(含税),2016-11,0.01万公里,青岛,25.6,45.0,144,150,北汽新能源,小型车,2018-11-28
众泰 2014款 云100 舒适型 ,HC-49562915,?2.50 ,新车指导价17.20万(含税),2015-03,1.65万公里,潍坊,18,18.0,120,155,众泰汽车,微型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E    ,HC-48052368,?4.75 ,新车指导价13.90万(含税),2017-12,0.35万公里,天津,22,45.0,175,170,江淮汽车,微型车,2018-11-28
众泰 2016款 云100S 豪华型   ,HC-50978201,?2.98 ,新车指导价18.40万(含税),2016-08,3.5万公里,青岛,22,27.0,140,155,众泰汽车,微型车,2018-11-28
特斯拉Model X 2017款 Model X 100D   ,HC-54809099,?100.00 ,新车指导价124.20万(含税),2018-06,0.4万公里,上海,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
北汽新能源 EV系列 2016款 E150EV 经典版  ,HC-50077151,?4.30 ,新车指导价17.20万(含税),2016-11,1.37万公里,青岛,25.6,45.0,144,150,北汽新能源,小型车,2018-11-28
江淮iEV 2015款 iEV4 豪华型  ,HC-50813647,?3.60 ,新车指导价16.60万(含税),2016-12,3.83万公里,天津,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
